id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,av11,av12,av13,av14,av15,av16,av17,av18,av19,av20,av21,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,sd14,sd15,sd16,sd17,sd18,sd19,sd20,sd21,ttf,label_bnc,label_mcc
11,83,0.0001,0.0004,100.0,518.67,642.42,1587.73,1414.22,14.62,21.61,552.8,2388.21,9037.11,1.3,47.67,520.74,2388.18,8116.85,8.464,0.03,394,2388,100.0,38.66,23.2908,518.67,642.8,1592.3780000000008,1415.5580000000004,14.62,21.61,553.1919999999999,2388.1940000000004,9035.544,1.3,47.58999999999993,520.8539999999996,2388.1540000000014,8117.525999999996,8.449059999999998,0.03,392.6,2388.0,100.0,38.721999999999994,23.26473999999998,0.0,0.3153569406244054,5.906282248589159,4.898134338703557,0.0,0.0,0.41306173872694435,0.041593268687438165,3.631236703927578,0.0,0.1214495780149075,0.32362014770375136,0.04098780306348307,1.3848573933700696,0.013243413457258883,0.0,1.3416407864998146,0.0,0.0,0.09602083107328728,0.044461140336257,97,0,0
12,217,0.0013,0.0003,100.0,518.67,642.59,1595.9,1409.64,14.62,21.61,553.36,2388.04,9074.24,1.3,47.37,522.03,2388.02,8155.74,8.4482,0.03,393,2388,100.0,38.81,23.2861,518.67,642.4459999999999,1587.833999999999,1407.396000000001,14.62,21.610000000000007,553.8019999999999,2388.045999999997,9069.729999999996,1.3,47.40600000000004,521.8180000000006,2388.056000000002,8150.0480000000025,8.430579999999992,0.03,392.4,2388.0,100.0,38.78399999999996,23.326620000000013,0.0,0.2773625785848539,5.075882189333624,2.3236458421994355,0.0,0.0,0.30326556019590006,0.031304951686040514,4.463496387400196,0.0,0.04615192303700501,0.29953296980486843,0.04037325847708079,3.28599604381963,0.020986948325096583,0.0,0.5477225575056143,0.0,0.0,0.049799598391895496,0.0408097659881217,124,0,0
13,195,0.0032,-0.0004,100.0,518.67,642.37,1591.31,1414.51,14.62,21.61,553.28,2388.1,9060.92,1.3,47.52,521.3,2388.12,8146.8,8.4336,0.03,394,2388,100.0,38.75,23.282,518.67,642.4999999999995,1590.5680000000011,1410.2700000000016,14.62,21.610000000000007,553.5019999999994,2388.073999999999,9061.70199999999,1.3,47.47799999999994,521.6819999999996,2388.0879999999993,8146.006000000006,8.424179999999991,0.03,393.4,2388.0,100.0,38.85799999999999,23.309119999999986,0.0,0.10999999999934966,3.0645015908003934,3.4313918458820027,0.0,0.0,0.4394542069421693,0.035777087641122335,1.8604219951346976,0.0,0.059329587896796876,0.3380384593500073,0.04438468203932054,3.4005558369157804,0.02095989026688156,0.0,1.1401754250991694,0.0,0.0,0.09884331034514428,0.044558691632532156,95,0,0
14,46,0.0013,-0.0002,100.0,518.67,642.91,1591.39,1408.35,14.62,21.61,553.75,2388.17,9037.35,1.3,47.57,520.66,2388.1,8118.1,8.4233,0.03,393,2388,100.0,38.69,23.2603,518.67,642.742,1593.5799999999997,1411.0460000000005,14.62,21.61,553.2860000000003,2388.172000000001,9036.736,1.3,47.64400000000003,521.0440000000003,2388.154,8118.444,8.436600000000004,0.03,393.0,2388.0,100.0,38.80599999999998,23.275819999999978,0.0,0.16543881044055495,3.960612326397179,4.34615117086363,0.0,0.0,0.31840226129867233,0.03633180424929201,4.930150099133675,0.0,0.12461942063739277,0.3103707460441421,0.04722287581269105,3.279547224847934,0.017986522732313465,0.0,0.7071067811865878,0.0,0.0,0.07021395872615786,0.03317268454617241,107,0,0
15,76,-0.0012,-0.0,100.0,518.67,642.49,1589.21,1400.61,14.62,21.61,554.08,2388.1,9056.1,1.3,47.25,522.12,2388.11,8139.75,8.4067,0.03,392,2388,100.0,39.17,23.4085,518.67,642.4800000000001,1592.5000000000005,1402.6740000000002,14.62,21.610000000000007,554.2620000000001,2388.0680000000016,9056.588000000005,1.3,47.342,521.8559999999998,2388.070000000001,8134.0419999999995,8.41562,0.03,392.6,2388.0,100.0,39.01999999999998,23.3759,0.0,0.3300000000000785,4.8083625071321086,5.262488004737043,0.0,0.0,0.3000333314819909,0.03633180424820335,4.445151291010266,0.0,0.11344602240713543,0.3162751966241294,0.039370039370055496,4.040664549301676,0.005956257214057891,0.0,0.8944271910000116,0.0,0.0,0.08944271909997602,0.0710610652889505,83,0,0
16,113,-0.0005,0.0002,100.0,518.67,642.99,1587.03,1401.0,14.62,21.61,554.6,2388.08,9059.75,1.3,47.37,521.77,2388.08,8147.4,8.4299,0.03,391,2388,100.0,38.81,23.304,518.67,642.4939999999998,1587.0759999999996,1400.9939999999986,14.62,21.610000000000007,554.2020000000006,2388.052,9062.124000000005,1.3,47.33800000000009,521.6620000000003,2388.0540000000015,8144.9839999999995,8.422339999999997,0.03,391.8,2388.0,100.0,38.91599999999998,23.32860000000003,0.0,0.30138015860359874,3.9179241952844586,1.885531755235605,0.0,0.0,0.2378444870082084,0.031144823004975224,2.6672139021797654,0.0,0.05890670590009949,0.2194766502397459,0.018165902124040643,5.584839299375121,0.008881047235543749,0.0,1.09544511501034,0.0,0.0,0.08619744775804776,0.0740161806634409,84,0,0
17,165,0.0009,-0.0001,100.0,518.67,642.9,1599.17,1412.54,14.62,21.61,553.49,2388.06,9094.72,1.3,47.55,521.52,2388.03,8171.98,8.4319,0.03,394,2388,100.0,38.7,23.2948,518.67,642.8219999999995,1592.7179999999985,1411.8579999999997,14.62,21.610000000000007,553.4360000000007,2388.0559999999996,9094.454000000012,1.3,47.499999999999986,521.6660000000002,2388.0319999999997,8169.8300000000045,8.443860000000003,0.03,393.4,2388.0,100.0,38.802,23.279120000000056,0.0,0.2635716221452061,6.11335995995693,4.486754952074384,0.0,0.0,0.3981582599912922,0.016733200523670073,0.7654279849553042,0.0,0.07810249675910891,0.4044502441590515,0.017888543819661096,2.8194414340191396,0.0283151549527921,0.0,1.1401754250990557,0.0,0.0,0.10733126292013592,0.03669185195646058,50,0,0
18,133,0.0007,0.0001,100.0,518.67,643.0,1600.45,1419.18,14.62,21.61,553.36,2388.14,9056.09,1.3,47.7,521.06,2388.19,8136.8,8.4418,0.03,395,2388,100.0,38.71,23.2637,518.67,642.9419999999998,1597.0980000000004,1414.4660000000006,14.62,21.609999999999992,553.3339999999996,2388.1539999999977,9056.969999999998,1.3,47.62800000000003,521.1479999999999,2388.1300000000033,8134.9739999999965,8.452499999999997,0.03,393.4,2388.0,100.0,38.65799999999998,23.24171999999997,0.0,0.27489998181394926,4.08725702641952,4.717873461631337,0.0,4.232381453571257e-09,0.48423134966633397,0.028809720573929415,6.659237944393788,0.0,0.09884331034518011,0.1944736485985881,0.03535533906092312,1.7059542784027735,0.02259590670894065,0.0,1.1401754250990277,0.0,0.0,0.0739594483483095,0.050454405159517025,28,1,1
19,135,0.0004,0.0003,100.0,518.67,642.79,1588.88,1406.32,14.62,21.61,553.87,2388.1,9055.54,1.3,47.35,521.48,2388.06,8140.2,8.4768,0.03,393,2388,100.0,38.83,23.3297,518.67,642.4680000000001,1588.0820000000049,1403.9039999999982,14.62,21.607999999999997,553.9979999999999,2388.069999999999,9061.097999999994,1.3,47.473999999999975,521.6720000000001,2388.066000000003,8141.590000000001,8.423199999999987,0.03,392.8,2388.0,100.0,38.88599999999999,23.326759999999968,0.0,0.2487368086958031,3.5182268261152707,4.089991442533644,0.0,0.0044721359549988885,0.43597018246707603,0.030822070014597365,4.236085457111196,0.0,0.07092249290600741,0.2391024884859989,0.019493588690807927,3.5569017416899147,0.03672499149081057,0.0,0.8366600265342259,0.0,0.0,0.034351128074630095,0.032277360486814746,87,0,0
20,184,-0.0006,-0.0004,100.0,518.67,643.75,1595.12,1419.6,14.62,21.61,552.19,2388.14,9066.49,1.3,48.13,520.64,2388.21,8138.86,8.469,0.03,395,2388,100.0,38.35,23.0242,518.67,643.4980000000003,1598.7860000000023,1421.4620000000002,14.62,21.609999999999992,551.7860000000001,2388.1979999999994,9062.380000000001,1.3,48.00800000000007,520.4520000000002,2388.2220000000016,8140.118000000005,8.4985,0.03,395.4,2388.0,100.0,38.535999999999966,23.122140000000005,0.0,0.2680858071570033,6.627697941215052,1.9078705406773957,0.0,4.232381453571257e-09,0.4327585932117475,0.04868264577974808,3.0571228303656306,0.0,0.09418067742376433,0.2336022260215119,0.013038404859599085,3.163822055685769,0.036746292329979904,0.0,1.1401754250995262,0.0,0.0,0.11865917579341577,0.06733615670646184,16,1,1
21,148,0.0052,0.0005,100.0,518.67,642.66,1592.32,1403.77,14.62,21.61,553.86,2388.06,9087.25,1.3,47.46,522.02,2388.07,8168.51,8.441,0.03,392,2388,100.0,38.74,23.4982,518.67,642.4139999999995,1591.6259999999975,1404.6039999999998,14.62,21.610000000000007,553.9379999999995,2388.0319999999992,9084.482000000002,1.3,47.37999999999993,521.8800000000003,2388.0360000000014,8164.544000000007,8.42708,0.03,393.2,2388.0,100.0,38.854000000000006,23.365719999999992,0.0,0.24470390270766584,1.959203919961827,3.2058976901924576,0.0,0.0,0.14498275759530854,0.030331501777573867,4.191141849201612,0.0,0.07582875444049798,0.247689321529645,0.027928480087341518,3.5396299241815106,0.02883777037151375,0.0,1.3038404810403565,0.0,0.0,0.10620734437880759,0.08901807119906077,57,0,0
22,39,-0.0,-0.0005,100.0,518.67,642.5,1583.42,1410.16,14.62,21.61,554.04,2388.09,9055.41,1.3,47.36,521.77,2388.11,8133.12,8.4143,0.03,392,2388,100.0,38.97,23.3058,518.67,642.6320000000002,1590.1280000000006,1407.530000000001,14.62,21.610000000000007,553.592,2388.0899999999992,9047.367999999999,1.3,47.49599999999995,521.726,2388.0959999999995,8127.844,8.41636,0.03,392.6,2388.0,100.0,38.91799999999999,23.31850000000001,0.0,0.23381616710536723,3.783327900142759,3.109011096796043,0.0,0.0,0.33677885919399664,0.01732050807530653,4.8494556395534,0.0,0.1217784874269899,0.4059926107701587,0.026076809621042644,3.745334430994993,0.01280480378607539,0.0,0.8944271909998746,0.0,0.0,0.1237739875741329,0.06332073120234752,111,0,0
23,130,-0.0006,0.0003,100.0,518.67,642.03,1588.77,1403.06,14.62,21.61,554.15,2388.05,9051.1,1.3,47.22,521.83,2388.08,8133.6,8.4249,0.03,392,2388,100.0,38.97,23.2815,518.67,642.5180000000003,1586.270000000001,1398.446000000001,14.62,21.609999999999992,554.1399999999994,2388.0460000000003,9051.707999999988,1.3,47.24599999999996,521.9939999999991,2388.0519999999988,8133.129999999992,8.394540000000003,0.03,391.6,2388.0,100.0,38.946000000000005,23.395540000000004,0.0,0.3081720298787703,4.240748754642244,3.1048800298885895,0.0,4.728096185986014e-09,0.253771550808746,0.040373258478508436,4.192489713759028,0.0,0.08876936408470876,0.3211385993619674,0.02387467277307,2.2284972515110226,0.026262577938958847,0.0,0.8944271909998984,0.0,0.0,0.0789303490426835,0.07498448506190711,113,0,0
24,186,-0.0004,0.0002,100.0,518.67,643.28,1593.82,1415.13,14.62,21.61,553.78,2388.08,9148.56,1.3,47.7,520.69,2388.07,8211.21,8.4785,0.03,393,2388,100.0,38.72,23.2093,518.67,643.0940000000002,1593.3239999999987,1414.2179999999985,14.62,21.609999999999992,553.1700000000001,2388.086000000002,9145.683999999997,1.3,47.70199999999998,521.2719999999999,2388.087999999999,8212.542,8.4648,0.03,394.2,2388.0,100.0,38.60600000000004,23.268640000000016,0.0,0.21778429695107673,6.525222601567203,2.7948470441130926,0.0,0.0,0.5293864373037229,0.01673320051893858,2.275682314843561,0.0,0.07628892449060809,0.3935352589016585,0.04086563348392248,3.9541775378076203,0.018109113727602266,0.0,0.8366600265336271,0.0,0.0,0.0646529195010827,0.048941219845893384,20,1,1
25,48,0.0019,-0.0004,100.0,518.67,642.92,1584.08,1403.1,14.62,21.61,553.55,2388.08,9046.2,1.3,47.38,521.75,2388.07,8132.18,8.4422,0.03,394,2388,100.0,38.9,23.3876,518.67,642.6359999999999,1587.4919999999988,1403.7320000000007,14.62,21.610000000000007,553.846,2388.066,9050.078,1.3,47.31399999999998,521.8860000000002,2388.078,8132.523999999998,8.41338,0.03,392.6,2388.0,100.0,38.93799999999999,23.32785999999998,0.0,0.22478878975594174,4.05886314132386,4.5887002517058875,0.0,0.0,0.4369553752958949,0.023021728866893725,3.4124141014834612,0.0,0.06655824516917211,0.44275275267353975,0.014832396973753742,3.107584270781465,0.026902453419714516,0.0,0.8944271909999838,0.0,0.0,0.06610597552415987,0.0708129084277741,145,0,0
26,76,-0.002,0.0003,100.0,518.67,642.31,1580.98,1402.4,14.62,21.61,554.45,2388.02,9074.01,1.3,47.4,521.93,2387.98,8151.64,8.4331,0.03,392,2388,100.0,38.89,23.366,518.67,642.3099999999997,1586.8059999999998,1399.6939999999997,14.62,21.610000000000007,554.0480000000001,2388.0320000000006,9065.540000000014,1.3,47.35800000000005,522.066,2388.0139999999983,8151.219999999997,8.39412,0.03,392.0,2388.0,100.0,38.91000000000001,23.40275999999999,0.0,0.2339871791356656,4.0543223848134,5.5801415752648795,0.0,0.0,0.48282502006427847,0.03271085446739915,5.845737763531952,0.0,0.08012490249603399,0.1657709262809411,0.04219004621897992,3.511929668993767,0.024062564285632457,0.0,0.7071067811866857,0.0,0.0,0.076157731058669,0.06548849517280697,119,0,0
27,140,0.0038,0.0005,100.0,518.67,642.56,1586.56,1407.16,14.62,21.61,553.3,2388.06,9049.45,1.3,47.44,521.64,2388.14,8124.15,8.44,0.03,392,2388,100.0,38.9,23.185,518.67,642.5059999999997,1587.3359999999998,1404.3380000000027,14.62,21.610000000000007,553.6539999999999,2388.0840000000007,9049.561999999994,1.3,47.38600000000001,521.6599999999999,2388.086000000002,8131.084000000001,8.43116,0.03,392.4,2388.0,100.0,38.872000000000014,23.29432,0.0,0.21208488866688946,4.13701341549777,2.216330300295297,0.0,0.0,0.21042813499893218,0.03209361307040605,2.8876582207796515,0.0,0.043358966777448965,0.23706539182310052,0.036469165055706194,4.726127378733026,0.021890705790375692,0.0,1.1401754250990712,0.0,0.0,0.10986355173581414,0.09395901766197405,66,0,0
28,158,-0.0002,0.0,100.0,518.67,642.86,1590.81,1405.28,14.62,21.61,553.26,2388.1,9065.84,1.3,47.59,521.63,2388.11,8134.63,8.4564,0.03,393,2388,100.0,38.86,23.2826,518.67,642.6980000000009,1590.4400000000007,1407.5100000000007,14.62,21.61,553.4080000000001,2388.0880000000006,9064.35600000001,1.3,47.549999999999955,521.7059999999999,2388.1039999999985,8137.455999999996,8.440780000000006,0.03,393.4,2388.0,100.0,38.84200000000001,23.327259999999978,0.0,0.2431460466475861,2.398072142367651,2.677536180894368,0.0,0.0,0.49226009385270997,0.027748873850358843,4.178549987745633,0.0,0.10148891565089287,0.3309531688924984,0.019493588689164745,1.7670116015584514,0.011794151092817494,0.0,0.5477225575050338,0.0,0.0,0.08555699854484826,0.049928278560352,97,0,0
29,171,-0.0002,-0.0001,100.0,518.67,642.53,1585.72,1405.88,14.62,21.61,553.29,2388.08,9074.11,1.3,47.26,521.57,2388.07,8147.27,8.4202,0.03,393,2388,100.0,38.98,23.1975,518.67,642.6239999999995,1587.5279999999989,1407.7599999999995,14.62,21.610000000000007,553.7360000000002,2388.053999999999,9070.177999999994,1.3,47.36000000000004,521.4559999999998,2388.079999999998,8148.543999999997,8.415799999999988,0.03,393.4,2388.0,100.0,38.89399999999999,23.312119999999986,0.0,0.25744902408037806,6.4853851080714096,3.4034467823086145,0.0,0.0,0.48293891953289514,0.027928480086659692,3.366744718530952,0.0,0.11291589790637122,0.2945844530850322,0.0273861278741084,3.9390582630865523,0.021763156940116237,0.0,0.5477225575053354,0.0,0.0,0.08111719916269075,0.11570041918678878,90,0,0
30,143,-0.0036,0.0,100.0,518.67,642.54,1599.22,1408.62,14.62,21.61,553.01,2388.12,9057.71,1.3,47.61,521.32,2388.13,8135.44,8.4829,0.03,393,2388,100.0,38.78,23.3175,518.67,642.7099999999992,1593.4219999999991,1410.5180000000005,14.62,21.610000000000007,553.46,2388.1180000000013,9050.708000000006,1.3,47.555999999999955,521.1180000000006,2388.1400000000017,8131.1300000000065,8.45875999999999,0.03,393.8,2388.0,100.0,38.77400000000001,23.254119999999993,0.0,0.15811388300766385,4.912099347529023,3.45672822188875,0.0,0.0,0.41731283229705524,0.02049390153285193,4.76223896922392,0.0,0.07503332592920624,0.15990622251760128,0.01732050807439306,3.379304662206959,0.030221151533329937,0.0,1.4832396974191862,0.0,0.0,0.046151923036919035,0.03774847016765642,115,0,0
31,196,-0.0005,0.0001,100.0,518.67,643.31,1598.19,1420.66,14.62,21.61,551.48,2388.18,9090.98,1.3,47.78,519.55,2388.22,8157.84,8.5015,0.03,395,2388,100.0,38.53,23.1105,518.67,643.5520000000004,1598.0360000000019,1427.3119999999976,14.62,21.610000000000007,551.6519999999998,2388.1920000000023,9087.420000000016,1.3,47.99999999999997,519.955999999999,2388.1979999999994,8156.718000000003,8.492280000000006,0.03,395.2,2388.0,100.0,38.53400000000002,23.116579999999967,0.0,0.2477296913985803,3.727248314781317,4.7288550411242385,0.0,0.0,0.174699742419541,0.025884358216355954,4.383908073857092,0.0,0.15732132722549858,0.3181666230055305,0.014832397003214516,3.5725229180430698,0.022515816662944704,0.0,0.8366600265346548,0.0,0.0,0.09396807968640342,0.039601035340135635,8,1,2
32,145,-0.0033,-0.0001,100.0,518.67,642.96,1587.37,1406.22,14.62,21.61,553.84,2388.05,9105.13,1.3,47.48,522.3,2388.05,8173.9,8.438,0.03,394,2388,100.0,38.84,23.3456,518.67,642.5879999999997,1591.6280000000004,1409.2679999999982,14.62,21.610000000000007,553.8660000000002,2388.028,9099.759999999995,1.3,47.463999999999956,521.7539999999997,2388.033999999999,8173.981999999999,8.440979999999996,0.03,393.2,2388.0,100.0,38.81200000000001,23.284840000000024,0.0,0.28190423905988876,3.8158249435720553,2.0574425872952227,0.0,1.1553890794328884e-09,0.21232051243254513,0.021679483379857912,3.7379205448800317,0.0,0.04159326868582128,0.3528172331408663,0.011401754260019681,2.4932950086327597,0.020331551834520584,0.0,0.8366600265341028,0.0,0.0,0.12676750372241538,0.045884234765307404,48,0,0
33,50,0.0005,0.0005,100.0,518.67,642.42,1579.36,1416.53,14.62,21.61,553.56,2388.14,9059.56,1.3,47.61,520.95,2388.11,8134.27,8.4463,0.03,392,2388,100.0,38.73,23.2843,518.67,642.6119999999999,1588.0939999999998,1409.636,14.62,21.61,553.2959999999997,2388.1259999999993,9058.819999999996,1.3,47.596,521.438,2388.1079999999997,8137.159999999998,8.453480000000004,0.03,393.2,2388.0,100.0,38.75800000000001,23.29710000000002,0.0,0.27380650101850645,5.804522374838209,4.551492063049447,0.0,0.0,0.23212065827916292,0.0167332005307637,4.559194007717022,0.0,0.07021395872615288,0.3493851742706663,0.031144823004478177,3.4181281427117156,0.024813242432214944,0.0,1.3038404810405677,0.0,0.0,0.11476062042354893,0.0410357770731886,106,0,0
